experiment_id,signal_type,degradation_level,actual_sqi,predicted_sqi,forecast_error,reconstruction_method,sqi_before,sqi_after,sqi_gain,latency_ms
13,chirp,0.16372301599095246,89.01579026232329,81.00775909423828,8.008031168085012,none,89.01579026232329,89.01579026232329,0.0,0.007916752000028282
14,telemetry,0.18654015698021653,86.68207456732036,83.9868392944336,2.6952352728867623,none,86.68207456732036,86.68207456732036,0.0,0.007916752000028282
15,chirp,0.1824334772952599,88.42352994245016,75.64541625976562,12.778113682684534,none,88.42352994245016,88.42352994245016,0.0,0.007916752000028282
16,multi,0.18475129821438205,89.06159342445908,86.07218933105469,2.9894040934043886,none,89.06159342445908,89.06159342445908,0.0,0.007916752000028282
17,single,0.20150746428718103,87.38603095550516,84.28474426269531,3.1012866928098504,none,87.38603095550516,87.38603095550516,0.0,0.007916752000028282
18,multi,0.198277863601056,89.19913819935229,88.15753936767578,1.0415988316765095,none,89.19913819935229,89.19913819935229,0.0,0.007916752000028282
19,single,0.1960412063383759,87.44599366288904,84.28474426269531,3.161249400193725,none,87.44599366288904,87.44599366288904,0.0,0.007916752000028282
20,rf,0.24041874823761464,86.291002160641,88.15753936767578,1.8665372070347814,none,86.291002160641,86.291002160641,0.0,0.007916752000028282
21,rf,0.2351180702440939,86.19434028298146,87.56172180175781,1.3673815187763552,none,86.19434028298146,86.19434028298146,0.0,0.007916752000028282
22,chirp,0.26241244820252285,86.17914212527378,86.66800689697266,0.48886477169887144,none,86.17914212527378,86.17914212527378,0.0,0.007916752000028282
23,single,0.25303256362049614,86.5252083383052,86.3700942993164,0.15511403898879905,none,86.5252083383052,86.5252083383052,0.0,0.007916752000028282
24,rf,0.22007632914219152,86.75878515956337,87.26382446289062,0.5050393033272513,none,86.75878515956337,86.75878515956337,0.0,0.007916752000028282
25,single,0.2232884663747958,86.61271784531684,87.26382446289062,0.6511066175737881,none,86.61271784531684,86.61271784531684,0.0,0.007916752000028282
26,rf,0.20205255063596983,87.74057862091828,86.96591186523438,0.77466675568391,none,87.74057862091828,87.74057862091828,0.0,0.007916752000028282
27,telemetry,0.2074355220692992,86.20158933755347,87.85962677001953,1.6580374324660596,none,86.20158933755347,86.20158933755347,0.0,0.007916752000028282
28,telemetry,0.1904618345658663,87.02194813893115,86.96591186523438,0.05603627369677611,none,87.02194813893115,87.02194813893115,0.0,0.007916752000028282
29,chirp,0.18735670927455547,88.01505069458547,86.96591186523438,1.0491388293510937,none,88.01505069458547,88.01505069458547,0.0,0.007916752000028282
30,chirp,0.17557609700363694,88.414886010511,87.56172180175781,0.853164208753185,none,88.414886010511,88.414886010511,0.0,0.007916752000028282
31,telemetry,0.18839296814170825,86.37870547270596,88.4554443359375,2.07673886323154,none,86.37870547270596,86.37870547270596,0.0,0.007916752000028282
32,rf,0.19389262992851253,87.92344929044876,88.15753936767578,0.23409007722702313,none,87.92344929044876,87.92344929044876,0.0,0.007916752000028282
33,multi,0.17430797225502706,89.55667920942268,87.56172180175781,1.9949574076648702,none,89.55667920942268,89.55667920942268,0.0,0.007916752000028282
34,telemetry,0.1921219286288866,86.04931581936073,88.4554443359375,2.4061285165767714,none,86.04931581936073,86.04931581936073,0.0,0.007916752000028282
35,rf,0.1723583059584362,88.27860526931507,88.15753936767578,0.12106590163928388,none,88.27860526931507,88.27860526931507,0.0,0.007916752000028282
36,telemetry,0.18174262580355044,86.63561510686424,88.15753936767578,1.521924260811545,none,86.63561510686424,86.63561510686424,0.0,0.007916752000028282
37,telemetry,0.21329012431930922,86.31882865891757,87.26382446289062,0.9449958039730575,none,86.31882865891757,86.31882865891757,0.0,0.007916752000028282
38,telemetry,0.23184436326947733,85.30119477857755,86.96591186523438,1.6647170866568217,none,85.30119477857755,85.30119477857755,0.0,0.007916752000028282
39,telemetry,0.254702584518605,84.43927391593976,86.66800689697266,2.2287329810328913,none,84.43927391593976,84.43927391593976,0.0,0.007916752000028282
40,telemetry,0.24315049716441672,85.02242727669869,85.17845916748047,0.15603189078177593,none,85.02242727669869,85.02242727669869,0.0,0.007916752000028282
41,telemetry,0.22467616442338004,85.20210482263346,85.77427673339844,0.572171910764979,none,85.20210482263346,85.20210482263346,0.0,0.007916752000028282
42,multi,0.2351138854601126,87.73555080815775,85.17845916748047,2.5570916406772852,none,87.73555080815775,87.73555080815775,0.0,0.007916752000028282
43,rf,0.23739396402093407,85.62181546849433,86.66800689697266,1.0461914284783234,none,85.62181546849433,85.62181546849433,0.0,0.007916752000028282
44,single,0.24910430970670466,85.87587918054194,86.96591186523438,1.0900326846924315,none,85.87587918054194,85.87587918054194,0.0,0.007916752000028282
45,chirp,0.27008616868118746,84.90072619582692,86.07218933105469,1.1714631352277678,none,84.90072619582692,84.90072619582692,0.0,0.007916752000028282
46,rf,0.26947209816088963,85.83592126283193,85.77427673339844,0.061644529433493744,none,85.83592126283193,85.83592126283193,0.0,0.007916752000028282
47,single,0.31638355656863126,78.22154704374462,85.77427673339844,7.552729689653816,none,78.22154704374462,78.22154704374462,0.0,0.007916752000028282
48,chirp,0.29610636511965227,85.44981095528364,83.09310913085938,2.3567018244242632,none,85.44981095528364,85.44981095528364,0.0,0.007916752000028282
49,rf,0.32155680077095916,80.08945620121996,83.39102172851562,3.301565527295665,none,80.08945620121996,80.08945620121996,0.0,0.007916752000028282
50,chirp,0.29632048878298006,84.94186846886987,82.79520416259766,2.146664306272214,none,84.94186846886987,84.94186846886987,0.0,0.007916752000028282
51,rf,0.3000736963517146,79.72698580574449,83.9868392944336,4.259853488689103,none,79.72698580574449,79.72698580574449,0.0,0.007916752000028282
52,rf,0.265685057026483,85.96580560257344,82.79520416259766,3.1706014399757834,none,85.96580560257344,85.96580560257344,0.0,0.007916752000028282
53,chirp,0.23592416973976493,86.47341430836926,82.79520416259766,3.678210145771601,none,86.47341430836926,86.47341430836926,0.0,0.007916752000028282
54,multi,0.24347739787359313,88.06251702415261,86.07218933105469,1.9903276930979246,none,88.06251702415261,88.06251702415261,0.0,0.007916752000028282
55,telemetry,0.24811936236876422,84.86986915695846,86.3700942993164,1.500225142357948,none,84.86986915695846,84.86986915695846,0.0,0.007916752000028282
56,telemetry,0.2930278453641526,83.46476004088156,86.66800689697266,3.2032468560910985,none,83.46476004088156,83.46476004088156,0.0,0.007916752000028282
57,single,0.2877679235386473,85.99797146600294,84.28474426269531,1.7132272033076248,none,85.99797146600294,85.99797146600294,0.0,0.007916752000028282
58,multi,0.2755506138346586,86.73278519901042,85.47637176513672,1.2564134338737034,none,86.73278519901042,86.73278519901042,0.0,0.007916752000028282
59,multi,0.26165490344364944,86.93004897288397,85.77427673339844,1.155772239485529,none,86.93004897288397,86.93004897288397,0.0,0.007916752000028282
60,rf,0.24946123275778181,86.35527293355442,86.96591186523438,0.6106389316799579,none,86.35527293355442,86.35527293355442,0.0,0.007916752000028282
61,single,0.26428473472758174,85.57840876223429,86.66800689697266,1.0895981347383668,none,85.57840876223429,85.57840876223429,0.0,0.007916752000028282
62,multi,0.24968125028594243,87.62327339612516,86.66800689697266,0.9552664991525006,none,87.62327339612516,87.62327339612516,0.0,0.007916752000028282
63,rf,0.23304113037749266,86.28659577852207,86.96591186523438,0.6793160867123049,none,86.28659577852207,86.28659577852207,0.0,0.007916752000028282
64,single,0.25992547427903,86.02417027573964,86.96591186523438,0.9417415894947396,none,86.02417027573964,86.02417027573964,0.0,0.007916752000028282
65,chirp,0.2953852862845095,85.53911781835177,86.96591186523438,1.4267940468826055,none,85.53911781835177,85.53911781835177,0.0,0.007916752000028282
66,telemetry,0.32844554583187363,76.96464188649642,86.07218933105469,9.107547444558264,none,76.96464188649642,76.96464188649642,0.0,0.007916752000028282
67,single,0.3298798618583446,76.15376576181522,82.79520416259766,6.641438400782434,none,76.15376576181522,76.15376576181522,0.0,0.007916752000028282
68,multi,0.32900217576410845,77.09996572301256,79.22030639648438,2.1203406734718158,none,77.09996572301256,77.09996572301256,0.0,0.007916752000028282
69,single,0.35219331609310084,77.69248052016533,77.432861328125,0.2596191920403328,none,77.69248052016533,77.69248052016533,0.0,0.007916752000028282
70,telemetry,0.34892525041231637,78.70413988110253,78.6244888305664,0.07965105053612831,none,78.70413988110253,78.70413988110253,0.0,0.007916752000028282
71,rf,0.38193389589663046,77.93293071767766,80.11402893066406,2.1810982129863987,none,77.93293071767766,77.93293071767766,0.0,0.007916752000028282
72,chirp,0.35063034231969376,75.76244387710024,78.6244888305664,2.8620449534661674,none,75.76244387710024,75.76244387710024,0.0,0.007916752000028282
73,chirp,0.33416419565013467,78.75838941093768,78.02867889404297,0.7297105168947127,none,78.75838941093768,78.75838941093768,0.0,0.007916752000028282
74,rf,0.3281793466088201,77.20945151960434,77.73077392578125,0.5213224061769068,none,77.20945151960434,77.20945151960434,0.0,0.007916752000028282
75,chirp,0.34253592415868905,79.84488002521137,78.02867889404297,1.8162011311683983,none,79.84488002521137,79.84488002521137,0.0,0.007916752000028282
76,single,0.36362305888408863,78.05541446980703,78.92240142822266,0.8669869584156231,none,78.05541446980703,78.05541446980703,0.0,0.007916752000028282
77,telemetry,0.35378918612536553,77.05193340731225,78.92240142822266,1.8704680209104083,none,77.05193340731225,77.05193340731225,0.0,0.007916752000028282
78,multi,0.3099339083360549,77.7969816241407,78.02867889404297,0.2316972699022699,none,77.7969816241407,77.7969816241407,0.0,0.007916752000028282
79,single,0.29271362582372235,85.7357294402814,78.02867889404297,7.707050546238435,none,85.7357294402814,85.7357294402814,0.0,0.007916752000028282
80,rf,0.2962635287952045,85.47180321019857,81.00775909423828,4.4640441159602915,none,85.47180321019857,85.47180321019857,0.0,0.007916752000028282
81,telemetry,0.2806109288649197,83.42669943645554,83.68892669677734,0.2622272603218079,none,83.42669943645554,83.42669943645554,0.0,0.007916752000028282
82,telemetry,0.2986017061412273,83.64340732986396,84.28474426269531,0.6413369328313507,none,83.64340732986396,83.64340732986396,0.0,0.007916752000028282
83,chirp,0.2900629028326313,85.97833508616154,83.68892669677734,2.2894083893841923,none,85.97833508616154,85.97833508616154,0.0,0.007916752000028282
84,chirp,0.2775498361271824,85.28213680426964,84.28474426269531,0.9973925415743281,none,85.28213680426964,85.28213680426964,0.0,0.007916752000028282
85,telemetry,0.2979064978794866,83.63878400773834,84.88055419921875,1.2417701914804127,none,83.63878400773834,83.63878400773834,0.0,0.007916752000028282
86,rf,0.29417838598101764,83.9562323091105,84.88055419921875,0.9243218901082457,none,83.9562323091105,83.9562323091105,0.0,0.007916752000028282
87,chirp,0.3039611238687969,77.24574536455228,83.9868392944336,6.741093929881316,none,77.24574536455228,77.24574536455228,0.0,0.007916752000028282
88,telemetry,0.29968971819689927,83.19237589391429,81.3056640625,1.8867118314142886,none,83.19237589391429,83.19237589391429,0.0,0.007916752000028282
89,rf,0.32842010641636205,76.79423103201003,81.90147399902344,5.107242967013406,none,76.79423103201003,76.79423103201003,0.0,0.007916752000028282
90,rf,0.321843699547167,78.72475882656889,80.41194152832031,1.687182701751425,none,78.72475882656889,78.72475882656889,0.0,0.007916752000028282
91,single,0.3269722862623247,79.7094450430834,79.81612396240234,0.10667891931893791,none,79.7094450430834,79.7094450430834,0.0,0.007916752000028282
92,telemetry,0.29770087745442814,82.67214438449335,79.81612396240234,2.8560204220910066,none,82.67214438449335,82.67214438449335,0.0,0.007916752000028282
93,single,0.28393582712377724,85.37746551017595,81.00775909423828,4.369706415937671,none,85.37746551017595,85.37746551017595,0.0,0.007916752000028282
94,rf,0.2902456056296321,84.72947830784642,84.28474426269531,0.44473404515110815,none,84.72947830784642,84.72947830784642,0.0,0.007916752000028282
95,chirp,0.3006756174133475,78.45842781289433,83.9868392944336,5.5284114815392655,none,78.45842781289433,78.45842781289433,0.0,0.007916752000028282
96,telemetry,0.29629163536243586,83.03216454036775,82.19938659667969,0.8327779436880576,none,83.03216454036775,83.03216454036775,0.0,0.007916752000028282
97,multi,0.3211702263959163,78.70082100709152,81.60356903076172,2.902748023670199,none,78.70082100709152,78.70082100709152,0.0,0.007916752000028282
98,multi,0.3041280811225759,75.71449077669548,80.41194152832031,4.697450751624828,none,75.71449077669548,75.71449077669548,0.0,0.007916752000028282
99,telemetry,0.3249231320336096,79.5518319431177,78.6244888305664,0.9273431125512985,none,79.5518319431177,79.5518319431177,0.0,0.007916752000028282
100,chirp,0.3229672375494105,77.13247597926404,78.92240142822266,1.7899254489586127,none,77.13247597926404,77.13247597926404,0.0,0.007916752000028282
101,chirp,0.34548731769107943,75.92804483584662,78.32659149169922,2.3985466558525985,none,75.92804483584662,75.92804483584662,0.0,0.007916752000028282
102,single,0.33506230065773757,76.2694589535124,78.6244888305664,2.355029877054008,none,76.2694589535124,76.2694589535124,0.0,0.007916752000028282
103,multi,0.3698890581496832,77.20212380747294,76.2412338256836,0.9608899817893501,none,77.20212380747294,77.20212380747294,0.0,0.007916752000028282
104,rf,0.3704244195895859,74.87045523369054,77.432861328125,2.562406094434465,none,74.87045523369054,74.87045523369054,0.0,0.007916752000028282
105,chirp,0.36985827799819226,75.01124027448961,77.13495635986328,2.1237160853736725,none,75.01124027448961,75.01124027448961,0.0,0.007916752000028282
106,multi,0.381624485561971,75.41245591102985,75.64541625976562,0.23296034873577298,none,75.41245591102985,75.41245591102985,0.0,0.007916752000028282
107,single,0.38754412477202316,75.7007159873042,75.94332122802734,0.24260524072313672,none,75.7007159873042,75.7007159873042,0.0,0.007916752000028282
108,telemetry,0.4046467074675867,75.1621384809524,76.2412338256836,1.0790953447312006,none,75.1621384809524,75.1621384809524,0.0,0.007916752000028282
109,multi,0.4107633200956578,77.2915877006719,76.83705139160156,0.4545363090703347,none,77.2915877006719,77.2915877006719,0.0,0.007916752000028282
110,rf,0.4204773171478119,76.17004204442405,76.53913879394531,0.3690967495212618,none,76.17004204442405,76.17004204442405,0.0,0.007916752000028282
111,single,0.4115526753420681,74.03797840678868,76.53913879394531,2.501160387156631,none,74.03797840678868,74.03797840678868,0.0,0.007916752000028282
112,multi,0.40972030544736526,76.94008286612579,75.94332122802734,0.9967616380984481,none,76.94008286612579,76.94008286612579,0.0,0.007916752000028282
113,telemetry,0.4194721078404857,77.93179797354212,76.2412338256836,1.6905641478585238,none,77.93179797354212,77.93179797354212,0.0,0.007916752000028282
114,multi,0.40857311144549247,74.82161141010434,76.83705139160156,2.0154399814972237,none,74.82161141010434,74.82161141010434,0.0,0.007916752000028282
115,multi,0.36220506097604316,76.19592302606279,76.53913879394531,0.3432157678825263,none,76.19592302606279,76.19592302606279,0.0,0.007916752000028282
116,multi,0.341718889120795,76.5713879210767,76.53913879394531,0.03224912713139361,none,76.5713879210767,76.5713879210767,0.0,0.007916752000028282
117,rf,0.30631713754479595,74.62161065256045,76.2412338256836,1.619623173123145,none,74.62161065256045,74.62161065256045,0.0,0.007916752000028282
118,rf,0.3202873577714541,79.32293015142498,76.2412338256836,3.0816963257413903,none,79.32293015142498,79.32293015142498,0.0,0.007916752000028282
119,rf,0.31388571712200874,80.14742053354087,77.73077392578125,2.416646607759617,none,80.14742053354087,80.14742053354087,0.0,0.007916752000028282
120,telemetry,0.30612034933127996,79.15213149876199,78.6244888305664,0.5276426681955826,none,79.15213149876199,79.15213149876199,0.0,0.007916752000028282
121,single,0.29832241160571404,84.45155727612178,79.22030639648438,5.2312508796374,none,84.45155727612178,84.45155727612178,0.0,0.007916752000028282
122,chirp,0.3107019431211314,76.3116320272226,81.90147399902344,5.589841971800837,none,76.3116320272226,76.3116320272226,0.0,0.007916752000028282
123,chirp,0.3055137803617372,77.8740950433674,80.11402893066406,2.239933887296658,none,77.8740950433674,77.8740950433674,0.0,0.007916752000028282
124,multi,0.29332211005859427,85.54936125869396,78.92240142822266,6.626959830471307,none,85.54936125869396,85.54936125869396,0.0,0.007916752000028282
125,multi,0.2596543823326978,86.9803340407932,81.00775909423828,5.972574946554914,none,86.9803340407932,86.9803340407932,0.0,0.007916752000028282
126,rf,0.2689995783046978,85.627391446851,83.68892669677734,1.9384647500736492,none,85.627391446851,85.627391446851,0.0,0.007916752000028282
127,multi,0.25224420403618397,87.57682134837592,86.3700942993164,1.2067270490595092,none,87.57682134837592,87.57682134837592,0.0,0.007916752000028282
128,single,0.27770592220180385,84.95900509524654,85.17845916748047,0.21945407223392976,none,84.95900509524654,84.95900509524654,0.0,0.007916752000028282
129,multi,0.28040932533684293,86.38917645114546,84.88055419921875,1.5086222519267096,none,86.38917645114546,86.38917645114546,0.0,0.007916752000028282
130,single,0.27156493925070724,85.17481648632105,86.3700942993164,1.1952778129953572,none,85.17481648632105,85.17481648632105,0.0,0.007916752000028282
131,telemetry,0.2887568080109283,83.67027263541668,85.77427673339844,2.1040040979817576,none,83.67027263541668,83.67027263541668,0.0,0.007916752000028282
132,rf,0.2865723962852665,85.53218895486206,84.5826416015625,0.9495473532995646,none,85.53218895486206,85.53218895486206,0.0,0.007916752000028282
133,telemetry,0.27538132209912924,84.2570391946018,85.17845916748047,0.9214199728786667,none,84.2570391946018,84.2570391946018,0.0,0.007916752000028282
134,rf,0.27921423105432963,84.79737904246682,85.17845916748047,0.3810801250136535,none,84.79737904246682,84.79737904246682,0.0,0.007916752000028282
135,rf,0.27529365414689655,85.2259921728353,85.47637176513672,0.2503795923014138,none,85.2259921728353,85.2259921728353,0.0,0.007916752000028282
136,multi,0.24116627102249258,87.72744784701513,85.47637176513672,2.2510760818784092,none,87.72744784701513,87.72744784701513,0.0,0.007916752000028282
137,telemetry,0.2054654514608297,86.0008568734344,86.3700942993164,0.36923742588200525,none,86.0008568734344,86.0008568734344,0.0,0.007916752000028282
138,multi,0.2286840364949525,87.38138808526953,87.26382446289062,0.11756362237890983,none,87.38138808526953,87.38138808526953,0.0,0.007916752000028282
139,telemetry,0.1660100297005832,87.44940297059915,86.96591186523438,0.48349110536477724,none,87.44940297059915,87.44940297059915,0.0,0.007916752000028282
140,telemetry,0.1620735591507051,88.05383178679433,87.56172180175781,0.4921099850365209,none,88.05383178679433,88.05383178679433,0.0,0.007916752000028282
141,multi,0.17275784801950317,89.38650435126489,87.56172180175781,1.824782549507077,none,89.38650435126489,89.38650435126489,0.0,0.007916752000028282
142,single,0.22219083848667168,87.3039830730922,89.05126190185547,1.747278828763271,none,87.3039830730922,87.3039830730922,0.0,0.007916752000028282
143,multi,0.24932917654972409,88.09499373644937,88.15753936767578,0.06254563122641343,none,88.09499373644937,88.09499373644937,0.0,0.007916752000028282
144,single,0.2912366635753979,85.11543391905491,88.4554443359375,3.340010416882592,none,85.11543391905491,85.11543391905491,0.0,0.007916752000028282
145,multi,0.3067973683913232,76.60631085150672,86.96591186523438,10.359601013727655,none,76.60631085150672,76.60631085150672,0.0,0.007916752000028282
146,chirp,0.34861234336234576,77.20460720963274,82.79520416259766,5.5905969529649155,none,77.20460720963274,77.20460720963274,0.0,0.007916752000028282
147,chirp,0.34851285106220276,76.23131774297667,79.22030639648438,2.988988653507704,none,76.23131774297667,76.23131774297667,0.0,0.007916752000028282
148,telemetry,0.36623774973422757,77.93704043824194,78.02867889404297,0.09163845580103214,none,77.93704043824194,77.93704043824194,0.0,0.007916752000028282
149,single,0.34538746299810275,78.77082589286547,78.92240142822266,0.15157553535718193,none,78.77082589286547,78.77082589286547,0.0,0.007916752000028282
150,chirp,0.3584798847875153,76.58486344199414,79.51821899414062,2.9333555521464802,none,76.58486344199414,76.58486344199414,0.0,0.007916752000028282
151,chirp,0.3519815251141727,75.30495720354085,78.02867889404297,2.723721690502117,none,75.30495720354085,75.30495720354085,0.0,0.007916752000028282
152,single,0.38222815166762025,75.21338446217251,77.13495635986328,1.921571897690768,none,75.21338446217251,75.21338446217251,0.0,0.007916752000028282
153,telemetry,0.4109369739728659,77.5943513902139,75.04960632324219,2.544745066971714,none,77.5943513902139,77.5943513902139,0.0,0.007916752000028282
154,rf,0.39880724435398507,77.52931608259425,76.83705139160156,0.6922646909926868,none,77.52931608259425,77.52931608259425,0.0,0.007916752000028282
155,chirp,0.41314045680968553,75.48508089432593,77.432861328125,1.9477804337990676,none,75.48508089432593,75.48508089432593,0.0,0.007916752000028282
156,telemetry,0.41404124994527675,74.36666558808518,77.13495635986328,2.768290771778098,none,74.36666558808518,74.36666558808518,0.0,0.007916752000028282
157,multi,0.4309096107118141,75.74028995203314,75.94332122802734,0.20303127599420634,none,75.74028995203314,75.74028995203314,0.0,0.007916752000028282
158,rf,0.4480531146013999,76.57663841366517,75.64541625976562,0.9312221538995402,none,76.57663841366517,76.57663841366517,0.0,0.007916752000028282
159,rf,0.45061200597764794,76.34117369717502,76.2412338256836,0.09993987149142924,none,76.34117369717502,76.34117369717502,0.0,0.007916752000028282
160,rf,0.4347916470017921,75.63342540709205,77.13495635986328,1.5015309527712333,none,75.63342540709205,75.63342540709205,0.0,0.007916752000028282
161,rf,0.4393946406392906,73.47236675374347,76.83705139160156,3.3646846378580904,none,73.47236675374347,73.47236675374347,0.0,0.007916752000028282
162,multi,0.4602124738698231,75.83888099997202,75.04960632324219,0.789274676729832,none,75.83888099997202,75.83888099997202,0.0,0.007916752000028282
163,rf,0.4823023834532364,73.72979826006397,75.64541625976562,1.9156179997016523,none,73.72979826006397,73.72979826006397,0.0,0.007916752000028282
164,telemetry,0.483980840491181,75.88781711265443,75.04960632324219,0.8382107894122441,none,75.88781711265443,75.88781711265443,0.0,0.007916752000028282
165,chirp,0.5038425728224385,45.140196944260836,75.94332122802734,30.803124283766508,none,45.140196944260836,45.140196944260836,0.0,0.007916752000028282
166,telemetry,0.4847743083827066,75.01919125043358,64.3249282836914,10.694262966742173,savitzky_golay,75.01919125043358,81.50316806527871,6.4839768148451356,0.007916752000028282
167,chirp,0.4457625122335018,75.93700110272451,63.133296966552734,12.803704136171774,none,75.93700110272451,75.93700110272451,0.0,0.007916752000028282
168,chirp,0.465543941587745,73.79518327544173,71.17680358886719,2.618379686574542,none,73.79518327544173,73.79518327544173,0.0,0.007916752000028282
169,chirp,0.47456076552963405,74.75213520511186,74.45378875732422,0.29834644778763675,none,74.75213520511186,74.75213520511186,0.0,0.007916752000028282
170,single,0.4935165049732126,73.58825697701322,76.2412338256836,2.6529768486703773,none,73.58825697701322,73.58825697701322,0.0,0.007916752000028282
171,chirp,0.48669019810317155,75.95872651115361,70.87889862060547,5.079827890548145,none,75.95872651115361,75.95872651115361,0.0,0.007916752000028282
172,multi,0.49710031636445645,77.09945685850805,76.53913879394531,0.5603180645627361,none,77.09945685850805,77.09945685850805,0.0,0.007916752000028282
173,multi,0.5032422378771652,65.31550676508179,74.75169372558594,9.436186960504145,savitzky_golay,65.31550676508179,71.84627586514416,6.530769100062372,0.007916752000028282
174,multi,0.5067545658749507,54.12763932084532,71.77262115478516,17.644981833939838,savitzky_golay,54.12763932084532,66.98465376004083,12.85701443919551,0.007916752000028282
175,rf,0.5128813182635922,49.34611013774971,62.83538818359375,13.489278045844038,savitzky_golay,49.34611013774971,64.80514109335056,15.459030955600845,0.007916752000028282
176,single,0.5037606431862458,53.801829030318444,55.68560791015625,1.8837788798378057,savitzky_golay,53.801829030318444,71.47922000696487,17.67739097664642,0.007916752000028282
177,telemetry,0.5221472241757366,51.271204927722295,54.49397659301758,3.2227716652952836,savitzky_golay,51.271204927722295,75.76999734395605,24.498792416233755,0.007916752000028282
178,multi,0.5093147295788212,59.63639333090684,54.49397659301758,5.142416737889263,savitzky_golay,59.63639333090684,68.5768557458405,8.940462414933663,0.007916752000028282
179,telemetry,0.4887222641931106,74.4432261951815,56.28142166137695,18.161804533804542,savitzky_golay,74.4432261951815,81.26564158655842,6.822415391376921,0.007916752000028282
180,chirp,0.4749853692500838,75.04732460905242,65.51655578613281,9.530768822919612,none,75.04732460905242,75.04732460905242,0.0,0.007916752000028282
181,chirp,0.4595919133696107,73.57891118480606,68.49563598632812,5.083275198477935,none,73.57891118480606,73.57891118480606,0.0,0.007916752000028282
182,multi,0.4836950295152001,75.43649735905397,69.68726348876953,5.749233870284442,savitzky_golay,75.43649735905397,71.8734807567849,-3.563016602269073,0.007916752000028282
183,chirp,0.48789198008199336,75.88709881070108,70.87889862060547,5.008200190095607,none,75.88709881070108,75.88709881070108,0.0,0.007916752000028282
184,telemetry,0.49443156998406723,75.1475397147248,72.36843872070312,2.7791009940216753,savitzky_golay,75.1475397147248,81.9993166294328,6.851776914707997,0.007916752000028282
185,rf,0.44094538242633197,77.26116636763314,73.85797119140625,3.4031951762268875,savitzky_golay,77.26116636763314,69.8392688624667,-7.4218975051664415,0.007916752000028282
186,single,0.4472675307888626,75.62366432221854,75.04960632324219,0.5740579989763575,none,75.62366432221854,75.62366432221854,0.0,0.007916752000028282
187,rf,0.4551406698018321,76.28464665077091,74.15587615966797,2.128770491102941,savitzky_golay,76.28464665077091,69.0828262369837,-7.201820413787203,0.007916752000028282
188,rf,0.4617095821137068,73.68321171746933,75.94332122802734,2.26010951055801,none,73.68321171746933,73.68321171746933,0.0,0.007916752000028282
189,telemetry,0.4824727129992924,75.6131425750643,75.3475112915039,0.26563128356039556,none,75.6131425750643,75.6131425750643,0.0,0.007916752000028282
190,single,0.5101137740108512,51.85746771528712,75.04960632324219,23.192138607955066,none,51.85746771528712,51.85746771528712,0.0,0.007916752000028282
191,rf,0.5065254538289679,52.59777588903928,66.70818328857422,14.110407399534935,savitzky_golay,52.59777588903928,66.24330749288185,13.64553160384257,0.007916752000028282
192,rf,0.5119217251224678,55.3250547317969,56.57933044433594,1.254275712539041,savitzky_golay,55.3250547317969,67.81315650920965,12.488101777412751,0.007916752000028282
193,telemetry,0.5150207768193472,44.502403948633386,57.17514419555664,12.672740246923254,savitzky_golay,44.502403948633386,74.74172812193925,30.23932417330586,0.007916752000028282
194,rf,0.5023002754775021,53.23655723489243,51.812808990478516,1.4237482444139147,savitzky_golay,53.23655723489243,65.6504996081914,12.413942373298966,0.007916752000028282
